<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.12.20	10:15:00	122963	123285	122819	122847	246070	791100	1
2021.12.20	10:30:00	122853	123245	122674	123187	240081	769776	1
2021.12.20	10:45:00	123187	123262	122663	122813	224152	726217	1
2021.12.20	11:00:00	122819	122842	122490	122611	208124	692482	1
2021.12.20	11:15:00	122611	122980	122502	122726	191992	634454	1
2021.12.20	11:30:00	122732	122899	122288	122392	299097	951293	1
2021.12.20	11:45:00	122398	122738	122277	122732	209742	670188	1
2021.12.20	12:00:00	122726	123049	122686	122911	220440	695454	1
2021.12.20	12:15:00	122917	123112	122530	122565	207769	683327	1
2021.12.20	12:30:00	122559	122617	122190	122237	159419	499737	1
2021.12.20	12:45:00	122237	122271	121804	122000	168040	577101	1
2021.12.20	13:00:00	121994	122104	121868	121925	110960	367443	1
2021.12.20	13:15:00	121925	122231	121885	122104	125283	411839	1
2021.12.20	13:30:00	122104	122300	121966	122288	136449	443709	1
2021.12.20	13:45:00	122288	122421	122202	122415	119341	400382	1
2021.12.20	14:00:00	122415	122525	122231	122242	124509	421641	1
2021.12.20	14:15:00	122242	122507	122231	122496	111915	373512	1
2021.12.20	14:30:00	122496	122507	122248	122444	110901	382620	1
2021.12.20	14:45:00	122438	122467	122110	122127	119173	439003	1
2021.12.20	15:00:00	122133	122317	122046	122294	115797	420193	1
2021.12.20	15:15:00	122294	122381	122190	122306	96575	342826	1
2021.12.20	15:30:00	122306	122698	122196	122577	146348	538540	1
2021.12.20	15:45:00	122571	122634	122306	122432	129185	472644	1
2021.12.20	16:00:00	122427	122582	122386	122421	99227	350722	1
2021.12.20	16:15:00	122421	122657	122404	122525	112616	401483	1
2021.12.20	16:30:00	122525	122680	122421	122502	95159	343626	1
2021.12.20	16:45:00	122496	122553	122300	122363	113624	400187	1
2021.12.20	17:00:00	122358	122467	122254	122346	88333	327764	1
2021.12.20	17:15:00	122352	122565	122340	122427	88422	316421	1
2021.12.20	17:30:00	122427	122525	122340	122392	73828	252654	1
2021.12.20	17:45:00	122392	122646	122369	122484	76035	292989	1
2021.12.20	18:00:00	122490	122865	122450	122772	57045	197549	1
2021.12.20	18:15:00	122778	122824	122588	122801	25520	90865	1
2021.12.21	09:00:00	123787	123988	123573	123764	166086	483582	1
2021.12.21	09:15:00	123769	123792	123579	123671	102911	310620	1
2021.12.21	09:30:00	123671	123712	123452	123504	114010	366450	1
2021.12.21	09:45:00	123504	123608	123458	123591	102177	326678	1
2021.12.21	10:00:00	123591	123596	123280	123464	201660	656523	1
2021.12.21	10:15:00	123470	123591	123262	123326	233018	765141	1
2021.12.21	10:30:00	123326	123412	122974	123084	225664	763971	1
2021.12.21	10:45:00	123078	123187	122940	122974	137148	485739	1
2021.12.21	11:00:00	122968	123078	122842	122865	187110	639201	1
2021.12.21	11:15:00	122870	123032	122755	122795	173409	609229	1
2021.12.21	11:30:00	122801	123101	122571	122692	305244	1053877	1
2021.12.21	11:45:00	122698	122830	122553	122726	190419	643168	1
2021.12.21	12:00:00	122726	123153	122726	123084	161289	537961	1
2021.12.21	12:15:00	123089	123233	122715	122876	183004	638409	1
2021.12.21	12:30:00	122882	123014	122784	122963	135653	441649	1
2021.12.21	12:45:00	122963	123049	122732	122767	118777	401329	1
2021.12.21	13:00:00	122767	123107	122709	123055	130572	436500	1
2021.12.21	13:15:00	123055	123135	122963	123049	89526	310136	1
2021.12.21	13:30:00	123049	123268	123038	123199	123112	434063	1
2021.12.21	13:45:00	123199	123257	123009	123107	97559	351320	1
2021.12.21	14:00:00	123107	123193	122997	123055	102255	365029	1
2021.12.21	14:15:00	123049	123089	122899	123032	101483	383448	1
2021.12.21	14:30:00	123032	123078	122813	122986	129732	466086	1
2021.12.21	14:45:00	122991	123107	122951	123032	89026	334139	1
2021.12.21	15:00:00	123032	123176	122934	123153	91449	366622	1
2021.12.21	15:15:00	123153	123308	123043	123239	114822	427146	1
2021.12.21	15:30:00	123245	123475	123233	123343	140178	557987	1
2021.12.21	15:45:00	123343	123349	123124	123159	87711	361544	1
2021.12.21	16:00:00	123153	123205	123055	123095	77871	309776	1
2021.12.21	16:15:00	123095	123159	123014	123124	75353	317214	1
2021.12.21	16:30:00	123130	123182	122968	123078	82126	335823	1
2021.12.21	16:45:00	123078	123262	123061	123164	93720	402916	1
2021.12.21	17:00:00	123159	123326	123118	123205	78741	344295	1
2021.12.21	17:15:00	123205	123280	123135	123164	56731	241885	1
2021.12.21	17:30:00	123170	123233	123014	123049	59370	254966	1
2021.12.21	17:45:00	123049	123084	122974	122986	47690	213892	1
2021.12.21	18:00:00	122991	123153	122922	123107	43522	178645	1
2021.12.21	18:15:00	123112	123153	122905	122905	17175	72207	1
2021.12.22	09:00:00	122801	123193	122801	123112	161191	444874	1
2021.12.22	09:15:00	123112	123147	122934	123066	124848	391220	1
2021.12.22	09:30:00	123061	123101	122847	122991	116867	376691	1
2021.12.22	09:45:00	122986	123089	122899	122940	105754	347014	1
2021.12.22	10:00:00	122945	123360	122899	123285	249950	822512	1
2021.12.22	10:15:00	123280	123401	122813	122876	229977	763295	1
2021.12.22	10:30:00	122876	122963	122265	122358	256967	884885	1
2021.12.22	10:45:00	122358	122490	122271	122444	150120	517754	1
2021.12.22	11:00:00	122438	122507	122058	122104	178247	617715	1
2021.12.22	11:15:00	122104	122179	121891	122018	175262	608872	1
2021.12.22	11:30:00	122018	122242	121862	122219	186373	636528	1
2021.12.22	11:45:00	122225	122283	121758	121885	216012	783246	1
2021.12.22	12:00:00	121891	122173	121850	122150	138402	485828	1
2021.12.22	12:15:00	122150	122375	122133	122219	149410	533498	1
2021.12.22	12:30:00	122219	122358	122092	122127	132429	470723	1
2021.12.22	12:45:00	122133	122398	122081	122190	122460	440146	1
2021.12.22	13:00:00	122185	122375	122116	122346	81242	294940	1
2021.12.22	13:15:00	122346	122438	122288	122398	95309	331991	1
2021.12.22	13:30:00	122398	122755	122311	122634	132336	482961	1
2021.12.22	13:45:00	122634	122703	122530	122582	99202	350841	1
2021.12.22	14:00:00	122588	122721	122513	122669	98208	344013	1
2021.12.22	14:15:00	122669	122795	122548	122692	114086	426525	1
2021.12.22	14:30:00	122692	122772	122640	122767	71995	260146	1
2021.12.22	14:45:00	122767	122893	122721	122847	94923	361108	1
2021.12.22	15:00:00	122847	122882	122732	122865	70746	277591	1
2021.12.22	15:15:00	122859	122888	122646	122830	90958	355829	1
2021.12.22	15:30:00	122824	122876	122709	122790	72723	284463	1
2021.12.22	15:45:00	122790	122870	122761	122767	57750	231300	1
2021.12.22	16:00:00	122767	122847	122726	122836	55475	214112	1
2021.12.22	16:15:00	122830	122951	122605	122628	101620	405220	1
2021.12.22	16:30:00	122628	122836	122623	122686	90989	343539	1
2021.12.22	16:45:00	122686	122749	122577	122680	75188	281828	1
2021.12.22	17:00:00	122680	122755	122634	122732	52795	214258	1
2021.12.22	17:15:00	122732	122778	122628	122657	52930	221585	1
2021.12.22	17:30:00	122663	122749	122605	122709	42948	172258	1
2021.12.22	17:45:00	122703	122830	122663	122801	47909	198566	1
2021.12.22	18:00:00	122807	122836	122732	122830	30486	119763	1
2021.12.22	18:15:00	122830	123130	122807	123130	22979	89922	1
2021.12.23	09:00:00	123412	123602	123280	123470	126408	321890	1
2021.12.23	09:15:00	123470	123527	123303	123470	95533	291378	1
2021.12.23	09:30:00	123475	123499	123291	123354	86683	288699	1
2021.12.23	09:45:00	123360	123406	123147	123176	121600	397318	1
2021.12.23	10:00:00	123176	123262	122917	122934	180967	612319	1
2021.12.23	10:15:00	122934	122951	122628	122721	140923	505277	1
2021.12.23	10:30:00	122721	122807	122582	122669	142484	513880	1
2021.12.23	10:45:00	122669	122709	122300	122323	183241	665668	1
2021.12.23	11:00:00	122323	122404	122219	122231	129015	516847	1
2021.12.23	11:15:00	122237	122260	122104	122219	119554	510553	1
2021.12.23	11:30:00	122213	122444	122127	122323	198983	794343	1
2021.12.23	11:45:00	122323	122369	122144	122346	156555	615362	1
2021.12.23	12:00:00	122346	122358	122092	122260	139833	549589	1
2021.12.23	12:15:00	122254	122438	122248	122421	108046	450971	1
2021.12.23	12:30:00	122421	122559	122352	122490	107004	447362	1
2021.12.23	12:45:00	122484	122542	122306	122381	105681	459529	1
2021.12.23	13:00:00	122375	122432	122208	122237	100948	419079	1
2021.12.23	13:15:00	122237	122277	121971	122150	128373	537839	1
2021.12.23	13:30:00	122150	122202	122064	122144	65445	263550	1
2021.12.23	13:45:00	122139	122300	122127	122242	70777	292233	1
2021.12.23	14:00:00	122242	122265	122116	122196	79197	340961	1
2021.12.23	14:15:00	122196	122329	122098	122317	71867	278192	1
2021.12.23	14:30:00	122317	122358	122237	122334	61251	243063	1
2021.12.23	14:45:00	122334	122369	122225	122363	57924	233819	1
2021.12.23	15:00:00	122363	122455	122317	122381	64918	277101	1
2021.12.23	15:15:00	122375	122479	122363	122455	47725	207341	1
2021.12.23	15:30:00	122461	122473	122358	122444	53195	227870	1
2021.12.23	15:45:00	122444	122473	122323	122363	56982	249745	1
2021.12.23	16:00:00	122363	122496	122311	122484	54643	230539	1
2021.12.23	16:15:00	122484	122507	122421	122467	39412	162486	1
2021.12.23	16:30:00	122467	122513	122392	122455	44983	201489	1
2021.12.23	16:45:00	122455	122467	122242	122254	65405	290311	1
2021.12.23	17:00:00	122248	122306	122179	122265	54087	247294	1
2021.12.23	17:15:00	122271	122369	122219	122311	40802	191498	1
2021.12.23	17:30:00	122311	122323	122202	122311	43810	193611	1
2021.12.23	17:45:00	122311	122421	122219	122271	57488	274826	1
2021.12.23	18:00:00	122271	122283	122098	122190	36312	147683	1
2021.12.23	18:15:00	122196	122219	121706	121706	47801	122535	1
2021.12.27	09:00:00	122283	122352	122092	122185	108271	301958	1
2021.12.27	09:15:00	122190	122260	122150	122225	56719	181265	1
2021.12.27	09:30:00	122225	122409	122173	122202	105001	348973	1
2021.12.27	09:45:00	122202	122363	122185	122311	100645	342877	1
2021.12.27	10:00:00	122317	122801	122283	122755	189066	644321	1
2021.12.27	10:15:00	122755	123003	122686	122882	157490	551589	1
2021.12.27	10:30:00	122888	123164	122882	123020	183531	638288	1
2021.12.27	10:45:00	123014	123130	122847	123014	136382	459614	1
2021.12.27	11:00:00	123014	123107	122911	122945	105487	386522	1
2021.12.27	11:15:00	122945	123014	122709	122709	122826	466008	1
2021.12.27	11:30:00	122709	122813	122219	122346	216517	833277	1
2021.12.27	11:45:00	122346	122698	122323	122553	178948	679388	1
2021.12.27	12:00:00	122553	122709	122369	122692	125576	456123	1
2021.12.27	12:15:00	122692	123141	122680	123124	134294	512328	1
2021.12.27	12:30:00	123118	123228	123043	123135	129174	496824	1
2021.12.27	12:45:00	123135	123274	123084	123205	82246	302085	1
2021.12.27	13:00:00	123205	123239	123043	123141	82264	304460	1
2021.12.27	13:15:00	123135	123170	122945	123061	94603	348950	1
2021.12.27	13:30:00	123061	123078	122899	123003	76584	297756	1
2021.12.27	13:45:00	123009	123089	122876	122905	80769	313047	1
2021.12.27	14:00:00	122899	123187	122876	123159	99979	376458	1
2021.12.27	14:15:00	123159	123182	122997	123032	69117	260849	1
2021.12.27	14:30:00	123032	123118	123003	123014	56577	226454	1
2021.12.27	14:45:00	123014	123089	122991	123049	49322	200749	1
2021.12.27	15:00:00	123049	123078	122940	123055	67740	284690	1
2021.12.27	15:15:00	123061	123147	122980	123089	79518	328499	1
2021.12.27	15:30:00	123084	123135	123043	123078	51982	220381	1
2021.12.27	15:45:00	123072	123164	123020	123084	57870	250359	1
2021.12.27	16:00:00	123078	123199	123072	123147	54258	243672	1
2021.12.27	16:15:00	123153	123245	123135	123199	50600	230676	1
2021.12.27	16:30:00	123205	123245	123124	123130	50936	229680	1
2021.12.27	16:45:00	123130	123164	122980	122991	66622	306154	1
2021.12.27	17:00:00	122991	123009	122899	122928	61221	285567	1
2021.12.27	17:15:00	122928	123049	122882	123032	54826	233369	1
2021.12.27	17:30:00	123032	123038	122859	122945	59538	238583	1
2021.12.27	17:45:00	122945	123014	122893	122934	47915	190415	1
2021.12.27	18:00:00	122934	122980	122813	122922	37651	154087	1
2021.12.27	18:15:00	122922	123205	122911	123205	21741	89506	1
2021.12.28	09:00:00	123435	123510	123187	123418	129591	352453	1
2021.12.28	09:15:00	123418	123424	123228	123280	109444	340860	1
2021.12.28	09:30:00	123285	123349	123118	123331	118194	379659	1
2021.12.28	09:45:00	123337	123372	123147	123176	112360	360241	1
2021.12.28	10:00:00	123176	123401	122928	122974	222093	752678	1
2021.12.28	10:15:00	122974	123066	122859	122945	146342	512016	1
2021.12.28	10:30:00	122945	122957	122444	122496	202665	723320	1
2021.12.28	10:45:00	122496	122559	122265	122283	145125	549105	1
2021.12.28	11:00:00	122283	122300	121937	122058	166567	679331	1
2021.12.28	11:15:00	122058	122156	121897	122139	114903	449485	1
2021.12.28	11:30:00	122133	122277	121994	122064	168784	627215	1
2021.12.28	11:45:00	122069	122213	121747	122185	187202	673145	1
2021.12.28	12:00:00	122190	122306	122029	122046	135820	493263	1
2021.12.28	12:15:00	122046	122260	121925	121937	126115	453504	1
2021.12.28	12:30:00	121937	121989	121735	121920	125663	461651	1
2021.12.28	12:45:00	121914	122035	121839	121954	76131	274284	1
2021.12.28	13:00:00	121954	122046	121885	122029	62160	230195	1
2021.12.28	13:15:00	122029	122104	121914	121989	73565	269827	1
2021.12.28	13:30:00	121989	122185	121920	121954	96943	376224	1
2021.12.28	13:45:00	121954	122133	121931	122046	70843	279846	1
2021.12.28	14:00:00	122046	122052	121914	122018	60272	238865	1
2021.12.28	14:15:00	122018	122104	121948	121971	69938	277866	1
2021.12.28	14:30:00	121966	122018	121787	121983	110380	437637	1
2021.12.28	14:45:00	121983	122104	121920	122064	63208	233834	1
2021.12.28	15:00:00	122064	122179	122052	122116	72843	286110	1
2021.12.28	15:15:00	122121	122179	122058	122139	52406	197281	1
2021.12.28	15:30:00	122139	122139	122018	122064	56438	228893	1
2021.12.28	15:45:00	122064	122087	121897	121983	82939	341261	1
2021.12.28	16:00:00	121983	122116	121914	122064	72107	277002	1
2021.12.28	16:15:00	122064	122144	122000	122133	69229	273409	1
2021.12.28	16:30:00	122133	122196	122018	122075	62006	250808	1
2021.12.28	16:45:00	122075	122116	122006	122058	47517	200149	1
2021.12.28	17:00:00	122064	122179	122023	122144	42552	175604	1
2021.12.28	17:15:00	122139	122237	122092	122208	43604	191160	1
2021.12.28	17:30:00	122208	122271	122156	122213	51092	202023	1
2021.12.28	17:45:00	122213	122317	122075	122162	59128	248823	1
2021.12.28	18:00:00	122162	122254	122023	122116	46001	173726	1
2021.12.28	18:15:00	122116	122248	122092	122121	15669	61399	1
2021.12.29	09:00:00	122283	122375	122018	122237	131501	372707	1
2021.12.29	09:15:00	122237	122392	122121	122369	100409	311886	1
2021.12.29	09:30:00	122369	122479	122242	122421	134460	423032	1
2021.12.29	09:45:00	122415	122444	122288	122421	96065	286844	1
2021.12.29	10:00:00	122415	122461	121914	121925	295434	938973	1
2021.12.29	10:15:00	121931	122029	121793	121816	182646	551671	1
2021.12.29	10:30:00	121822	121937	121654	121654	152063	476148	1
2021.12.29	10:45:00	121654	122150	121522	122075	229879	740413	1
2021.12.29	11:00:00	122075	122680	121977	122611	245270	814833	1
2021.12.29	11:15:00	122611	122663	122340	122484	142598	481618	1
2021.12.29	11:30:00	122484	122588	122087	122098	222409	708920	1
2021.12.29	11:45:00	122098	122185	121856	121862	180707	597770	1
2021.12.29	12:00:00	121862	121879	121026	121176	253019	864118	1
2021.12.29	12:15:00	121170	121499	121078	121361	126681	432939	1
2021.12.29	12:30:00	121361	121695	121326	121666	127759	414130	1
2021.12.29	12:45:00	121666	121873	121620	121718	129603	438682	1
2021.12.29	13:00:00	121712	121816	121493	121580	101815	331875	1
2021.12.29	13:15:00	121580	121706	121436	121539	90328	292615	1
2021.12.29	13:30:00	121545	121683	121499	121608	62021	206732	1
2021.12.29	13:45:00	121603	121608	121389	121424	75366	251933	1
2021.12.29	14:00:00	121424	121430	121067	121107	103992	351072	1
2021.12.29	14:15:00	121101	121159	120928	120957	87595	296411	1
2021.12.29	14:30:00	120951	121124	120905	121067	81739	271404	1
2021.12.29	14:45:00	121067	121153	120992	121107	64492	218380	1
2021.12.29	15:00:00	121107	121257	121072	121222	60914	212561	1
2021.12.29	15:15:00	121228	121332	121136	121297	72245	254034	1
2021.12.29	15:30:00	121303	121332	121159	121222	55922	190956	1
2021.12.29	15:45:00	121217	121361	121205	121326	57250	204783	1
2021.12.29	16:00:00	121332	121418	121268	121412	55297	190913	1
2021.12.29	16:15:00	121412	121522	121361	121447	57523	211501	1
2021.12.29	16:30:00	121447	121493	121384	121418	47343	174757	1
2021.12.29	16:45:00	121424	121441	121257	121309	54262	211355	1
2021.12.29	17:00:00	121309	121349	121211	121280	48601	181232	1
2021.12.29	17:15:00	121286	121401	121228	121389	42630	162619	1
2021.12.29	17:30:00	121384	121447	121309	121355	49756	178669	1
2021.12.29	17:45:00	121349	121401	121142	121147	51495	182574	1
2021.12.29	18:00:00	121147	121320	121142	121199	40158	128564	1
2021.12.29	18:15:00	121199	121217	121009	121009	23804	74928	1
2021.12.30	09:00:00	121245	121591	121222	121591	109410	277280	1
2021.12.30	09:15:00	121591	121643	121291	121551	149993	425100	1
2021.12.30	09:30:00	121551	121770	121476	121741	113765	334120	1
2021.12.30	09:45:00	121741	121960	121706	121960	132815	406590	1
2021.12.30	10:00:00	121954	122139	121833	121902	226289	677289	1
2021.12.30	10:15:00	121902	122162	121574	122046	232821	705851	1
2021.12.30	10:30:00	122046	122139	121626	121816	211285	637090	1
2021.12.30	10:45:00	121810	122213	121764	121891	238398	716031	1
2021.12.30	11:00:00	121891	122029	121487	121487	219488	667243	1
2021.12.30	11:15:00	121487	121873	121315	121724	209611	627646	1
2021.12.30	11:30:00	121724	122311	121666	122081	242775	739988	1
2021.12.30	11:45:00	122075	122467	121966	122213	170556	520369	1
2021.12.30	12:00:00	122208	122363	121937	122069	154872	466890	1
2021.12.30	12:15:00	122069	122283	121902	122260	126831	381093	1
2021.12.30	12:30:00	122260	122352	121966	122000	112129	341914	1
2021.12.30	12:45:00	122000	122150	121925	122116	92199	283438	1
2021.12.30	13:00:00	122110	122219	121943	122006	88918	276108	1
2021.12.30	13:15:00	122006	122046	121862	121994	83873	264359	1
2021.12.30	13:30:00	121994	122185	121914	122156	76412	238844	1
2021.12.30	13:45:00	122156	122455	122156	122427	90748	295756	1
2021.12.30	14:00:00	122427	122530	122358	122415	84046	282092	1
2021.12.30	14:15:00	122415	122732	122375	122617	116765	394781	1
2021.12.30	14:30:00	122617	122640	122427	122455	58315	200446	1
2021.12.30	14:45:00	122455	122565	122386	122536	73166	255393	1
2021.12.30	15:00:00	122536	122640	122438	122553	69525	237091	1
